idx,timestamp,symbol,open,high,low,close,volume
551622,2022-12-09 06.05.00,BTC/USDT,17211.43,17216.07,17201.38,17215.04,830
551623,2022-12-09 06.10.00,BTC/USDT,17214.41,17219.68,17211.54,17216.99,501
551624,2022-12-09 06.15.00,BTC/USDT,17217.5,17219.9,17212.84,17218.76,420
551625,2022-12-09 06.20.00,BTC/USDT,17219.1,17219.99,17211.98,17213.24,587
551626,2022-12-09 06.25.00,BTC/USDT,17212.65,17213.24,17195.5,17199.25,1266
551627,2022-12-09 06.30.00,BTC/USDT,17199.71,17214.02,17191.41,17205.4,1085
551628,2022-12-09 06.35.00,BTC/USDT,17204.67,17216.16,17198.59,17213.62,844
551629,2022-12-09 06.40.00,BTC/USDT,17213.62,17214.38,17202.61,17207.34,629
551630,2022-12-09 06.45.00,BTC/USDT,17207.83,17213.99,17205.53,17213.16,632
551631,2022-12-09 06.50.00,BTC/USDT,17213.16,17213.44,17205.46,17208.46,536
551632,2022-12-09 06.55.00,BTC/USDT,17208.46,17220.0,17206.7,17218.0,840
551633,2022-12-09 07.00.00,BTC/USDT,17218.0,17220.0,17213.58,17217.79,616
551634,2022-12-09 07.05.00,BTC/USDT,17218.23,17230.82,17215.7,17225.66,832
551635,2022-12-09 07.10.00,BTC/USDT,17225.18,17228.86,17221.02,17223.57,515
551636,2022-12-09 07.15.00,BTC/USDT,17223.57,17225.11,17216.85,17217.92,535
551637,2022-12-09 07.20.00,BTC/USDT,17217.91,17225.87,17216.68,17221.32,475
551638,2022-12-09 07.25.00,BTC/USDT,17221.32,17235.85,17218.84,17231.89,731
551639,2022-12-09 07.30.00,BTC/USDT,17231.53,17235.3,17220.72,17224.14,625
551640,2022-12-09 07.35.00,BTC/USDT,17224.51,17227.03,17221.61,17222.59,511
551641,2022-12-09 07.40.00,BTC/USDT,17222.28,17225.81,17218.74,17221.03,459
551642,2022-12-09 07.45.00,BTC/USDT,17221.42,17225.91,17218.38,17220.84,476
551643,2022-12-09 07.50.00,BTC/USDT,17221.26,17221.53,17210.54,17211.48,469
551644,2022-12-09 07.55.00,BTC/USDT,17210.9,17215.91,17210.82,17211.93,407
551645,2022-12-09 08.00.00,BTC/USDT,17211.65,17216.0,17206.04,17206.43,665
551646,2022-12-09 08.05.00,BTC/USDT,17206.09,17213.31,17205.09,17207.87,479
551647,2022-12-09 08.10.00,BTC/USDT,17207.87,17211.1,17206.77,17208.9,501
551648,2022-12-09 08.15.00,BTC/USDT,17208.43,17209.93,17202.09,17205.03,654
551649,2022-12-09 08.20.00,BTC/USDT,17205.03,17208.7,17203.21,17205.9,463
551650,2022-12-09 08.25.00,BTC/USDT,17205.89,17209.01,17202.09,17205.0,493
551651,2022-12-09 08.30.00,BTC/USDT,17205.0,17208.07,17201.47,17206.41,628
551652,2022-12-09 08.35.00,BTC/USDT,17206.25,17209.68,17202.0,17204.79,537
551653,2022-12-09 08.40.00,BTC/USDT,17204.79,17207.11,17200.27,17205.14,585
551654,2022-12-09 08.45.00,BTC/USDT,17205.13,17208.09,17202.98,17207.21,504
551655,2022-12-09 08.50.00,BTC/USDT,17207.21,17208.18,17200.0,17203.79,605
551656,2022-12-09 08.55.00,BTC/USDT,17204.0,17207.0,17200.18,17206.31,518
551657,2022-12-09 09.00.00,BTC/USDT,17206.31,17210.9,17205.19,17210.16,517
551658,2022-12-09 09.05.00,BTC/USDT,17210.13,17211.73,17201.76,17210.42,646
551659,2022-12-09 09.10.00,BTC/USDT,17210.42,17219.38,17209.01,17216.57,583
551660,2022-12-09 09.15.00,BTC/USDT,17216.57,17223.45,17214.83,17215.98,571
551661,2022-12-09 09.20.00,BTC/USDT,17215.98,17219.96,17211.06,17217.38,611
551662,2022-12-09 09.25.00,BTC/USDT,17217.74,17218.0,17212.8,17215.39,457
551663,2022-12-09 09.30.00,BTC/USDT,17215.9,17219.12,17211.16,17211.99,505
551664,2022-12-09 09.35.00,BTC/USDT,17212.54,17216.95,17210.4,17216.45,558
551665,2022-12-09 09.40.00,BTC/USDT,17216.45,17221.87,17212.64,17221.18,803
551666,2022-12-09 09.45.00,BTC/USDT,17220.78,17235.9,17219.85,17235.23,902
551667,2022-12-09 09.50.00,BTC/USDT,17235.23,17236.84,17229.03,17233.79,962
551668,2022-12-09 09.55.00,BTC/USDT,17233.61,17263.7,17230.6,17237.4,1647
551669,2022-12-09 10.00.00,BTC/USDT,17238.06,17247.5,17235.84,17245.95,876
551670,2022-12-09 10.05.00,BTC/USDT,17246.39,17269.39,17239.51,17265.9,1830
551671,2022-12-09 10.10.00,BTC/USDT,17264.23,17265.9,17227.65,17230.94,1303
551672,2022-12-09 10.15.00,BTC/USDT,17230.99,17232.29,17204.61,17207.76,1401
551673,2022-12-09 10.20.00,BTC/USDT,17207.76,17224.24,17203.12,17220.58,975
551674,2022-12-09 10.25.00,BTC/USDT,17220.52,17224.53,17209.04,17215.22,815
551675,2022-12-09 10.30.00,BTC/USDT,17214.87,17223.44,17214.38,17219.73,675
551676,2022-12-09 10.35.00,BTC/USDT,17219.73,17219.82,17212.02,17214.94,441
551677,2022-12-09 10.40.00,BTC/USDT,17215.43,17217.79,17208.39,17210.98,554
551678,2022-12-09 10.45.00,BTC/USDT,17210.98,17215.34,17209.76,17212.5,375
551679,2022-12-09 10.50.00,BTC/USDT,17212.43,17215.11,17209.84,17212.5,441
551680,2022-12-09 10.55.00,BTC/USDT,17212.5,17217.85,17210.01,17216.21,562
551681,2022-12-09 11.00.00,BTC/USDT,17216.21,17216.77,17212.36,17213.43,593
551682,2022-12-09 11.05.00,BTC/USDT,17213.43,17215.62,17210.34,17211.52,512
551683,2022-12-09 11.10.00,BTC/USDT,17211.52,17213.0,17209.29,17211.53,480
551684,2022-12-09 11.15.00,BTC/USDT,17211.03,17216.53,17211.0,17214.54,437
551685,2022-12-09 11.20.00,BTC/USDT,17214.54,17225.0,17214.14,17221.84,564
551686,2022-12-09 11.25.00,BTC/USDT,17222.53,17224.47,17215.0,17218.98,746
551687,2022-12-09 11.30.00,BTC/USDT,17218.98,17236.13,17214.71,17231.57,993
551688,2022-12-09 11.35.00,BTC/USDT,17231.96,17234.73,17226.5,17232.62,619
551689,2022-12-09 11.40.00,BTC/USDT,17232.62,17236.51,17226.62,17234.21,686
551690,2022-12-09 11.45.00,BTC/USDT,17234.57,17248.13,17233.73,17246.19,806
551691,2022-12-09 11.50.00,BTC/USDT,17246.64,17257.28,17237.69,17255.22,1382
551692,2022-12-09 11.55.00,BTC/USDT,17255.22,17255.99,17239.56,17241.44,933
551693,2022-12-09 12.00.00,BTC/USDT,17241.16,17252.63,17241.16,17252.13,727
551694,2022-12-09 12.05.00,BTC/USDT,17251.68,17252.89,17239.03,17246.01,719
551695,2022-12-09 12.10.00,BTC/USDT,17246.12,17246.48,17232.0,17233.46,1000
551696,2022-12-09 12.15.00,BTC/USDT,17233.78,17239.93,17228.69,17237.37,784
551697,2022-12-09 12.20.00,BTC/USDT,17237.91,17255.75,17235.35,17242.57,978
551698,2022-12-09 12.25.00,BTC/USDT,17243.09,17244.99,17235.06,17241.84,657
551699,2022-12-09 12.30.00,BTC/USDT,17241.3,17243.53,17238.89,17240.63,460
551700,2022-12-09 12.35.00,BTC/USDT,17240.63,17265.56,17240.29,17263.86,1019
551701,2022-12-09 12.40.00,BTC/USDT,17263.86,17360.0,17204.07,17223.34,7046
551702,2022-12-09 12.45.00,BTC/USDT,17223.34,17229.75,17170.85,17220.24,3662
551703,2022-12-09 12.50.00,BTC/USDT,17221.13,17257.96,17217.61,17244.82,1987
551704,2022-12-09 12.55.00,BTC/USDT,17244.82,17266.23,17228.64,17256.24,1463
551705,2022-12-09 13.00.00,BTC/USDT,17257.31,17275.22,17252.5,17255.42,1589
551706,2022-12-09 13.05.00,BTC/USDT,17255.42,17257.74,17239.18,17254.77,889
551707,2022-12-09 13.10.00,BTC/USDT,17254.61,17256.19,17242.44,17244.54,792
551708,2022-12-09 13.15.00,BTC/USDT,17244.52,17245.12,17222.73,17225.87,1532
551709,2022-12-09 13.20.00,BTC/USDT,17225.87,17238.1,17204.98,17209.37,1223
551710,2022-12-09 13.25.00,BTC/USDT,17209.89,17233.0,17207.21,17232.9,1016
551711,2022-12-09 13.30.00,BTC/USDT,17232.9,17256.58,17058.21,17152.05,7790
551712,2022-12-09 13.35.00,BTC/USDT,17152.05,17156.67,17119.36,17133.82,2307
551713,2022-12-09 13.40.00,BTC/USDT,17134.0,17155.22,17129.09,17140.74,1902
551714,2022-12-09 13.45.00,BTC/USDT,17141.34,17157.03,17118.23,17140.35,1937
551715,2022-12-09 13.50.00,BTC/USDT,17140.8,17178.16,17140.18,17168.11,1931
551716,2022-12-09 13.55.00,BTC/USDT,17168.12,17169.95,17150.46,17150.7,1155
551717,2022-12-09 14.00.00,BTC/USDT,17151.55,17162.63,17139.86,17155.94,1070
551718,2022-12-09 14.05.00,BTC/USDT,17155.54,17158.89,17145.35,17147.51,696
551719,2022-12-09 14.10.00,BTC/USDT,17147.51,17153.36,17122.14,17128.92,1228
551720,2022-12-09 14.15.00,BTC/USDT,17128.92,17138.5,17111.15,17113.65,1214
551721,2022-12-09 14.20.00,BTC/USDT,17112.9,17120.95,17094.48,17110.34,2019
551722,2022-12-09 14.25.00,BTC/USDT,17110.34,17120.27,17079.83,17119.6,1858
551723,2022-12-09 14.30.00,BTC/USDT,17119.6,17130.95,17088.46,17129.44,2427
551724,2022-12-09 14.35.00,BTC/USDT,17129.44,17156.55,17126.22,17147.08,1724
551725,2022-12-09 14.40.00,BTC/USDT,17147.08,17166.99,17138.08,17165.14,1591
551726,2022-12-09 14.45.00,BTC/USDT,17165.12,17173.94,17152.61,17163.48,1406
551727,2022-12-09 14.50.00,BTC/USDT,17164.14,17164.21,17148.55,17150.54,814
551728,2022-12-09 14.55.00,BTC/USDT,17150.54,17157.0,17140.29,17156.25,755
551729,2022-12-09 15.00.00,BTC/USDT,17156.25,17199.36,17136.94,17162.42,2718
551730,2022-12-09 15.05.00,BTC/USDT,17163.07,17176.77,17155.94,17166.65,1009
551731,2022-12-09 15.10.00,BTC/USDT,17166.65,17170.96,17155.22,17168.99,1039
551732,2022-12-09 15.15.00,BTC/USDT,17169.7,17176.0,17155.22,17156.66,1082
551733,2022-12-09 15.20.00,BTC/USDT,17156.66,17165.86,17153.72,17158.65,937
551734,2022-12-09 15.25.00,BTC/USDT,17159.4,17164.98,17156.41,17163.63,866
551735,2022-12-09 15.30.00,BTC/USDT,17163.63,17184.03,17162.51,17170.01,1215
551736,2022-12-09 15.35.00,BTC/USDT,17170.28,17185.54,17166.31,17182.13,978
551737,2022-12-09 15.40.00,BTC/USDT,17182.43,17186.88,17172.37,17179.51,918
551738,2022-12-09 15.45.00,BTC/USDT,17179.04,17179.51,17163.51,17164.63,848
551739,2022-12-09 15.50.00,BTC/USDT,17164.63,17176.66,17163.53,17169.87,730
551740,2022-12-09 15.55.00,BTC/USDT,17170.52,17182.03,17169.26,17181.5,866
551741,2022-12-09 16.00.00,BTC/USDT,17181.5,17187.51,17174.15,17181.34,1074
551742,2022-12-09 16.05.00,BTC/USDT,17181.84,17183.62,17169.77,17171.0,737
551743,2022-12-09 16.10.00,BTC/USDT,17170.83,17173.25,17165.03,17170.0,666
551744,2022-12-09 16.15.00,BTC/USDT,17169.86,17179.46,17168.03,17174.14,850
551745,2022-12-09 16.20.00,BTC/USDT,17174.14,17181.54,17173.15,17177.59,623
551746,2022-12-09 16.25.00,BTC/USDT,17177.59,17184.2,17175.93,17182.54,714
551747,2022-12-09 16.30.00,BTC/USDT,17182.55,17184.07,17177.04,17178.52,677
551748,2022-12-09 16.35.00,BTC/USDT,17178.52,17181.28,17157.36,17163.4,1327
551749,2022-12-09 16.40.00,BTC/USDT,17163.35,17165.76,17152.07,17164.5,1204
551750,2022-12-09 16.45.00,BTC/USDT,17164.69,17179.0,17163.55,17164.72,927
551751,2022-12-09 16.50.00,BTC/USDT,17164.72,17172.12,17164.31,17170.09,508
551752,2022-12-09 16.55.00,BTC/USDT,17169.72,17171.12,17156.7,17159.9,802
551753,2022-12-09 17.00.00,BTC/USDT,17159.12,17162.22,17150.61,17156.12,992
551754,2022-12-09 17.05.00,BTC/USDT,17156.12,17166.47,17154.0,17162.97,557
551755,2022-12-09 17.10.00,BTC/USDT,17162.77,17169.54,17160.38,17161.5,532
551756,2022-12-09 17.15.00,BTC/USDT,17161.5,17164.62,17157.53,17160.94,472
551757,2022-12-09 17.20.00,BTC/USDT,17160.94,17162.64,17152.05,17154.04,788
551758,2022-12-09 17.25.00,BTC/USDT,17153.5,17157.78,17150.98,17156.5,546
551759,2022-12-09 17.30.00,BTC/USDT,17156.4,17167.5,17151.13,17163.1,670
551760,2022-12-09 17.35.00,BTC/USDT,17163.1,17169.39,17161.44,17168.45,493
551761,2022-12-09 17.40.00,BTC/USDT,17168.45,17171.38,17156.77,17159.75,643
551762,2022-12-09 17.45.00,BTC/USDT,17159.91,17163.47,17158.26,17160.25,399
551763,2022-12-09 17.50.00,BTC/USDT,17160.26,17165.81,17158.66,17160.66,492
551764,2022-12-09 17.55.00,BTC/USDT,17160.37,17166.24,17159.12,17164.34,459
551765,2022-12-09 18.00.00,BTC/USDT,17163.99,17164.48,17135.6,17150.84,1444
551766,2022-12-09 18.05.00,BTC/USDT,17151.17,17151.79,17133.33,17139.38,951
551767,2022-12-09 18.10.00,BTC/USDT,17139.38,17139.67,17120.24,17131.68,1027
551768,2022-12-09 18.15.00,BTC/USDT,17131.35,17139.24,17125.16,17136.72,781
551769,2022-12-09 18.20.00,BTC/USDT,17137.06,17137.06,17121.21,17121.96,682
551770,2022-12-09 18.25.00,BTC/USDT,17121.96,17132.8,17119.03,17131.95,892
551771,2022-12-09 18.30.00,BTC/USDT,17131.95,17148.19,17127.12,17143.9,816
551772,2022-12-09 18.35.00,BTC/USDT,17143.9,17146.7,17139.01,17146.31,524
551773,2022-12-09 18.40.00,BTC/USDT,17146.31,17150.0,17141.2,17148.79,496
551774,2022-12-09 18.45.00,BTC/USDT,17148.77,17149.36,17141.69,17144.22,442
551775,2022-12-09 18.50.00,BTC/USDT,17144.49,17148.89,17142.48,17147.37,355
551776,2022-12-09 18.55.00,BTC/USDT,17147.09,17149.76,17145.24,17147.42,387
551777,2022-12-09 19.00.00,BTC/USDT,17147.42,17149.28,17123.78,17134.95,888
551778,2022-12-09 19.05.00,BTC/USDT,17134.93,17142.18,17122.48,17137.26,673
551779,2022-12-09 19.10.00,BTC/USDT,17136.75,17137.26,17123.55,17133.61,669
551780,2022-12-09 19.15.00,BTC/USDT,17133.6,17150.37,17128.39,17148.8,753
551781,2022-12-09 19.20.00,BTC/USDT,17149.68,17165.2,17143.59,17150.11,869
551782,2022-12-09 19.25.00,BTC/USDT,17149.59,17151.82,17141.98,17146.37,558
551783,2022-12-09 19.30.00,BTC/USDT,17146.37,17158.94,17136.0,17151.72,692
551784,2022-12-09 19.35.00,BTC/USDT,17152.27,17160.03,17149.41,17159.05,411
551785,2022-12-09 19.40.00,BTC/USDT,17159.05,17159.63,17138.52,17139.6,580
551786,2022-12-09 19.45.00,BTC/USDT,17140.11,17148.04,17129.42,17138.28,797
551787,2022-12-09 19.50.00,BTC/USDT,17138.28,17139.24,17132.09,17135.68,464
551788,2022-12-09 19.55.00,BTC/USDT,17135.68,17143.99,17134.29,17142.67,489
551789,2022-12-09 20.00.00,BTC/USDT,17142.67,17144.42,17134.66,17142.52,726
551790,2022-12-09 20.05.00,BTC/USDT,17142.21,17147.66,17139.29,17142.61,506
551791,2022-12-09 20.10.00,BTC/USDT,17142.61,17149.87,17140.18,17149.78,404
551792,2022-12-09 20.15.00,BTC/USDT,17149.78,17151.63,17141.5,17150.41,626
551793,2022-12-09 20.20.00,BTC/USDT,17150.04,17150.41,17135.73,17139.39,541
551794,2022-12-09 20.25.00,BTC/USDT,17139.39,17139.84,17128.36,17128.54,401
551795,2022-12-09 20.30.00,BTC/USDT,17129.02,17137.14,17121.19,17128.65,906
551796,2022-12-09 20.35.00,BTC/USDT,17128.65,17132.2,17110.0,17121.37,831
551797,2022-12-09 20.40.00,BTC/USDT,17120.9,17125.18,17107.43,17110.54,1037
551798,2022-12-09 20.45.00,BTC/USDT,17110.54,17121.07,17100.0,17109.68,1502
551799,2022-12-09 20.50.00,BTC/USDT,17109.68,17110.23,17096.38,17108.78,936
551800,2022-12-09 20.55.00,BTC/USDT,17108.24,17111.13,17098.54,17101.31,678
551801,2022-12-09 21.00.00,BTC/USDT,17101.31,17108.15,17092.09,17101.51,899
551802,2022-12-09 21.05.00,BTC/USDT,17101.42,17121.74,17067.1,17112.49,1882
551803,2022-12-09 21.10.00,BTC/USDT,17112.18,17112.49,17100.75,17109.78,562
551804,2022-12-09 21.15.00,BTC/USDT,17109.78,17118.9,17107.41,17116.89,477
551805,2022-12-09 21.20.00,BTC/USDT,17116.49,17124.33,17102.25,17113.33,778
551806,2022-12-09 21.25.00,BTC/USDT,17113.33,17114.65,17084.74,17085.71,890
551807,2022-12-09 21.30.00,BTC/USDT,17086.22,17096.76,17080.92,17084.49,869
551808,2022-12-09 21.35.00,BTC/USDT,17084.49,17104.9,17078.21,17103.74,790
551809,2022-12-09 21.40.00,BTC/USDT,17103.38,17103.74,17090.85,17100.18,517
551810,2022-12-09 21.45.00,BTC/USDT,17100.17,17114.2,17095.48,17113.92,520
551811,2022-12-09 21.50.00,BTC/USDT,17113.92,17114.49,17106.51,17110.44,491
551812,2022-12-09 21.55.00,BTC/USDT,17110.11,17116.78,17106.06,17111.1,502
551813,2022-12-09 22.00.00,BTC/USDT,17111.1,17117.7,17109.02,17114.05,448
551814,2022-12-09 22.05.00,BTC/USDT,17114.37,17115.47,17105.49,17110.59,485
551815,2022-12-09 22.10.00,BTC/USDT,17110.72,17115.0,17109.0,17112.92,306
551816,2022-12-09 22.15.00,BTC/USDT,17112.92,17117.52,17111.0,17114.44,350
551817,2022-12-09 22.20.00,BTC/USDT,17114.78,17124.96,17112.97,17124.91,343
551818,2022-12-09 22.25.00,BTC/USDT,17124.58,17125.7,17109.95,17117.0,482
551819,2022-12-09 22.30.00,BTC/USDT,17116.9,17125.68,17116.22,17124.78,377
551820,2022-12-09 22.35.00,BTC/USDT,17124.78,17128.0,17121.02,17125.79,336
551821,2022-12-09 22.40.00,BTC/USDT,17125.74,17126.48,17117.8,17121.6,318
551822,2022-12-09 22.45.00,BTC/USDT,17121.6,17123.42,17120.64,17123.42,100
551823,2022-12-09 22.50.00,BTC/USDT,17123.32,17132.6,17122.58,17130.79,270
551824,2022-12-09 22.55.00,BTC/USDT,17130.79,17132.97,17126.81,17132.97,201
551825,2022-12-09 23.00.00,BTC/USDT,17132.87,17136.41,17126.14,17133.83,562
551826,2022-12-09 23.05.00,BTC/USDT,17133.83,17140.27,17129.69,17135.69,524
551827,2022-12-09 23.10.00,BTC/USDT,17135.69,17138.2,17130.35,17136.24,373
551828,2022-12-09 23.15.00,BTC/USDT,17136.68,17138.18,17131.42,17136.99,294
551829,2022-12-09 23.20.00,BTC/USDT,17136.99,17140.99,17132.37,17134.01,311
551830,2022-12-09 23.25.00,BTC/USDT,17134.01,17141.57,17133.71,17140.36,374
551831,2022-12-09 23.30.00,BTC/USDT,17140.36,17155.99,17139.52,17142.73,553
551832,2022-12-09 23.35.00,BTC/USDT,17142.73,17147.94,17140.54,17144.28,262
551833,2022-12-09 23.40.00,BTC/USDT,17144.28,17158.22,17137.05,17138.19,573
551834,2022-12-09 23.45.00,BTC/USDT,17138.19,17139.29,17122.96,17134.64,683
551835,2022-12-09 23.50.00,BTC/USDT,17134.64,17135.67,17119.01,17119.71,491
551836,2022-12-09 23.55.00,BTC/USDT,17119.14,17130.45,17117.11,17128.56,430
551837,2022-12-10 00.00.00,BTC/USDT,17128.56,17136.08,17123.28,17133.67,718
551838,2022-12-10 00.05.00,BTC/USDT,17133.98,17137.66,17121.57,17125.67,507
551839,2022-12-10 00.10.00,BTC/USDT,17126.05,17132.13,17120.77,17132.1,463
551840,2022-12-10 00.15.00,BTC/USDT,17132.1,17143.49,17131.53,17142.48,681
551841,2022-12-10 00.20.00,BTC/USDT,17142.35,17169.09,17139.7,17163.28,1087
551842,2022-12-10 00.25.00,BTC/USDT,17163.28,17165.6,17150.63,17155.13,608
551843,2022-12-10 00.30.00,BTC/USDT,17155.55,17155.55,17140.47,17145.26,862
551844,2022-12-10 00.35.00,BTC/USDT,17145.26,17146.57,17127.94,17131.42,846
551845,2022-12-10 00.40.00,BTC/USDT,17131.85,17146.34,17128.0,17144.6,558
551846,2022-12-10 00.45.00,BTC/USDT,17144.9,17149.84,17135.38,17146.99,401
551847,2022-12-10 00.50.00,BTC/USDT,17146.99,17148.53,17141.71,17142.82,351
551848,2022-12-10 00.55.00,BTC/USDT,17142.42,17156.77,17141.55,17152.88,562
551849,2022-12-10 01.00.00,BTC/USDT,17152.44,17161.75,17152.44,17158.68,559
551850,2022-12-10 01.05.00,BTC/USDT,17159.13,17164.8,17152.85,17163.21,761
551851,2022-12-10 01.10.00,BTC/USDT,17163.21,17165.85,17153.61,17158.89,533
551852,2022-12-10 01.15.00,BTC/USDT,17158.42,17160.75,17153.39,17154.65,356
551853,2022-12-10 01.20.00,BTC/USDT,17154.27,17162.46,17149.31,17162.07,445
551854,2022-12-10 01.25.00,BTC/USDT,17162.07,17163.0,17156.06,17157.95,411
551855,2022-12-10 01.30.00,BTC/USDT,17157.95,17166.4,17153.47,17154.44,496
551856,2022-12-10 01.35.00,BTC/USDT,17154.44,17157.63,17149.36,17149.65,363
551857,2022-12-10 01.40.00,BTC/USDT,17150.16,17158.09,17149.66,17157.81,438
551858,2022-12-10 01.45.00,BTC/USDT,17157.81,17162.0,17150.61,17154.61,484
551859,2022-12-10 01.50.00,BTC/USDT,17154.61,17157.26,17146.64,17151.36,371
551860,2022-12-10 01.55.00,BTC/USDT,17151.36,17155.85,17150.69,17154.43,293
551861,2022-12-10 02.00.00,BTC/USDT,17154.1,17158.75,17152.33,17153.14,326
551862,2022-12-10 02.05.00,BTC/USDT,17153.07,17156.58,17151.38,17152.71,278
551863,2022-12-10 02.10.00,BTC/USDT,17153.01,17156.12,17151.25,17151.9,246
551864,2022-12-10 02.15.00,BTC/USDT,17151.68,17159.31,17140.1,17144.07,815
551865,2022-12-10 02.20.00,BTC/USDT,17144.07,17145.36,17137.24,17139.01,381
551866,2022-12-10 02.25.00,BTC/USDT,17139.16,17141.15,17135.82,17137.26,282
551867,2022-12-10 02.30.00,BTC/USDT,17136.94,17137.51,17129.49,17133.21,460
551868,2022-12-10 02.35.00,BTC/USDT,17133.01,17136.28,17127.5,17134.81,388
551869,2022-12-10 02.40.00,BTC/USDT,17134.81,17135.66,17121.84,17122.57,769
551870,2022-12-10 02.45.00,BTC/USDT,17122.61,17132.71,17116.4,17129.2,555
551871,2022-12-10 02.50.00,BTC/USDT,17129.2,17135.82,17127.09,17135.31,395
551872,2022-12-10 02.55.00,BTC/USDT,17135.31,17146.0,17134.23,17141.04,510
551873,2022-12-10 03.00.00,BTC/USDT,17141.37,17146.56,17138.3,17138.34,457
551874,2022-12-10 03.05.00,BTC/USDT,17138.67,17141.39,17135.38,17136.65,395
551875,2022-12-10 03.10.00,BTC/USDT,17136.63,17140.19,17134.58,17137.51,317
551876,2022-12-10 03.15.00,BTC/USDT,17137.51,17144.44,17136.55,17142.09,436
551877,2022-12-10 03.20.00,BTC/USDT,17142.09,17148.65,17142.07,17145.43,357
551878,2022-12-10 03.25.00,BTC/USDT,17145.43,17148.72,17143.51,17147.3,386
551879,2022-12-10 03.30.00,BTC/USDT,17147.3,17155.79,17145.61,17152.81,500
551880,2022-12-10 03.35.00,BTC/USDT,17152.81,17159.5,17152.44,17153.99,571
551881,2022-12-10 03.40.00,BTC/USDT,17153.99,17154.0,17140.14,17142.79,661
551882,2022-12-10 03.45.00,BTC/USDT,17142.97,17147.43,17139.82,17143.18,285
551883,2022-12-10 03.50.00,BTC/USDT,17142.67,17148.0,17141.71,17146.2,291
551884,2022-12-10 03.55.00,BTC/USDT,17145.79,17148.92,17143.14,17145.08,332
551885,2022-12-10 04.00.00,BTC/USDT,17145.08,17148.14,17140.51,17140.73,427
551886,2022-12-10 04.05.00,BTC/USDT,17140.8,17148.95,17138.35,17144.95,477
551887,2022-12-10 04.10.00,BTC/USDT,17145.0,17149.26,17144.37,17146.12,297
551888,2022-12-10 04.15.00,BTC/USDT,17145.57,17146.68,17137.88,17142.41,392
551889,2022-12-10 04.20.00,BTC/USDT,17142.41,17149.18,17141.82,17147.32,287
551890,2022-12-10 04.25.00,BTC/USDT,17147.32,17153.4,17146.62,17153.22,437
551891,2022-12-10 04.30.00,BTC/USDT,17153.27,17154.81,17150.74,17152.1,285
551892,2022-12-10 04.35.00,BTC/USDT,17152.1,17157.07,17148.86,17154.66,560
551893,2022-12-10 04.40.00,BTC/USDT,17154.97,17162.09,17152.0,17160.98,461
551894,2022-12-10 04.45.00,BTC/USDT,17161.1,17163.51,17155.6,17157.96,433
551895,2022-12-10 04.50.00,BTC/USDT,17157.96,17159.65,17153.61,17155.8,244
551896,2022-12-10 04.55.00,BTC/USDT,17155.8,17157.86,17151.32,17152.17,377
551897,2022-12-10 05.00.00,BTC/USDT,17152.09,17157.41,17147.95,17151.01,438
551898,2022-12-10 05.05.00,BTC/USDT,17151.01,17153.0,17149.54,17152.54,301
551899,2022-12-10 05.10.00,BTC/USDT,17152.54,17153.0,17145.31,17150.18,510
551900,2022-12-10 05.15.00,BTC/USDT,17150.18,17151.0,17139.0,17142.19,722
551901,2022-12-10 05.20.00,BTC/USDT,17142.21,17146.93,17141.78,17144.96,325
551902,2022-12-10 05.25.00,BTC/USDT,17144.73,17146.0,17140.92,17144.43,396
551903,2022-12-10 05.30.00,BTC/USDT,17144.43,17146.3,17140.99,17142.05,311
551904,2022-12-10 05.35.00,BTC/USDT,17142.05,17143.0,17140.51,17142.98,214
551905,2022-12-10 05.40.00,BTC/USDT,17142.98,17143.0,17135.33,17140.25,404
551906,2022-12-10 05.45.00,BTC/USDT,17140.25,17143.0,17135.98,17142.28,438
551907,2022-12-10 05.50.00,BTC/USDT,17142.28,17142.45,17135.72,17136.82,266
551908,2022-12-10 05.55.00,BTC/USDT,17137.4,17139.37,17132.5,17134.12,342
551909,2022-12-10 06.00.00,BTC/USDT,17134.12,17143.21,17130.28,17141.51,451
551910,2022-12-10 06.05.00,BTC/USDT,17141.82,17145.92,17138.44,17145.13,367
551911,2022-12-10 06.10.00,BTC/USDT,17145.14,17151.95,17140.06,17150.22,415
551912,2022-12-10 06.15.00,BTC/USDT,17150.13,17153.45,17145.89,17152.53,493
551913,2022-12-10 06.20.00,BTC/USDT,17152.53,17157.0,17147.08,17156.37,581
551914,2022-12-10 06.25.00,BTC/USDT,17156.37,17163.98,17153.26,17156.92,635
551915,2022-12-10 06.30.00,BTC/USDT,17156.92,17160.06,17150.0,17158.49,476
551916,2022-12-10 06.35.00,BTC/USDT,17158.49,17159.68,17150.5,17151.45,307
551917,2022-12-10 06.40.00,BTC/USDT,17151.14,17152.08,17143.99,17148.86,468
551918,2022-12-10 06.45.00,BTC/USDT,17148.86,17150.61,17145.0,17147.35,318
551919,2022-12-10 06.50.00,BTC/USDT,17147.35,17158.0,17145.0,17146.81,849
551920,2022-12-10 06.55.00,BTC/USDT,17147.14,17149.71,17141.87,17147.21,845
551921,2022-12-10 07.00.00,BTC/USDT,17147.18,17151.24,17139.26,17146.25,510
551922,2022-12-10 07.05.00,BTC/USDT,17146.25,17150.71,17145.0,17148.88,377
551923,2022-12-10 07.10.00,BTC/USDT,17148.88,17150.86,17146.61,17150.18,346
