Date,Open,Low,High,Close,Volume,Amount
2010-04-12 09:50:00,100.400,100.400,100.400,100.400,0,0.00
2010-04-12 09:55:00,100.400,100.400,100.400,100.400,0,0.00
2010-04-12 10:00:00,100.400,100.400,100.400,100.400,0,0.00
2010-04-12 10:05:00,100.400,100.400,100.400,100.400,0,0.00
2010-04-12 10:10:00,100.400,100.400,100.400,100.400,0,0.00
2010-04-12 10:15:00,100.400,100.400,100.400,100.400,0,0.00
2010-04-12 10:20:00,100.400,100.400,100.400,100.400,0,0.00
2010-04-12 10:25:00,100.400,100.400,100.400,100.400,0,0.00
2010-04-12 10:30:00,100.400,100.400,100.400,100.400,0,0.00
2010-04-12 10:35:00,100.400,100.400,100.400,100.400,0,0.00
2010-04-12 10:40:00,100.400,100.400,100.400,100.400,0,0.00
2010-04-12 10:45:00,100.400,100.400,100.400,100.400,0,0.00
2010-04-12 10:50:00,100.400,100.400,100.400,100.400,0,0.00
2010-04-12 10:55:00,100.400,100.400,100.400,100.400,0,0.00
2010-04-12 11:00:00,100.400,100.400,100.400,100.400,0,0.00
2010-04-12 11:05:00,100.450,100.450,100.450,100.450,10980,11028910.00
2010-04-12 11:10:00,100.450,100.450,100.450,100.450,0,0.00
2010-04-12 11:15:00,100.450,100.450,100.450,100.450,0,0.00
2010-04-12 11:20:00,100.450,100.450,100.450,100.450,3220,3234490.00
2010-04-12 11:25:00,100.450,100.450,100.450,100.450,0,0.00
2010-04-12 11:30:00,100.450,100.450,100.450,100.450,0,0.00
2010-04-12 13:05:00,100.450,100.450,100.450,100.450,0,0.00
2010-04-12 13:10:00,100.450,100.450,100.450,100.450,0,0.00
2010-04-12 13:15:00,100.450,100.450,100.450,100.450,0,0.00
2010-04-12 13:20:00,100.450,100.450,100.450,100.450,0,0.00
2010-04-12 13:25:00,100.450,100.450,100.450,100.450,0,0.00
2010-04-12 13:30:00,100.450,100.450,100.500,100.500,10980,11033910.00
2010-04-12 13:35:00,100.500,100.500,100.500,100.500,0,0.00
2010-04-12 13:40:00,100.500,100.500,100.500,100.500,0,0.00
2010-04-12 13:45:00,100.500,100.500,100.500,100.500,0,0.00
2010-04-12 13:50:00,100.500,100.500,100.500,100.500,0,0.00
2010-04-12 13:55:00,100.500,100.500,100.500,100.500,0,0.00
2010-04-12 14:00:00,100.500,100.500,100.500,100.500,0,0.00
2010-04-12 14:05:00,100.500,100.500,100.500,100.500,0,0.00
2010-04-12 14:10:00,100.500,100.500,100.500,100.500,0,0.00
2010-04-12 14:15:00,100.500,100.500,100.500,100.500,0,0.00
2010-04-12 14:20:00,100.500,100.500,100.500,100.500,2000,2010000.00
2010-04-12 14:25:00,100.500,100.500,100.500,100.500,0,0.00
2010-04-12 14:30:00,100.500,100.500,100.500,100.500,0,0.00
2010-04-12 14:35:00,100.500,100.500,100.500,100.500,0,0.00
2010-04-12 14:40:00,100.500,100.500,100.500,100.500,0,0.00
2010-04-12 14:45:00,100.500,100.500,100.500,100.500,0,0.00
2010-04-12 14:50:00,100.500,100.500,100.500,100.500,0,0.00
2010-04-12 14:55:00,100.500,100.500,100.500,100.500,0,0.00
2010-04-12 15:00:00,100.500,100.500,100.500,100.500,0,0.00
2010-04-14 09:35:00,100.500,100.500,100.500,100.500,0,0.00
2010-04-14 09:40:00,100.500,100.500,100.500,100.500,0,0.00
2010-04-14 09:45:00,100.500,100.500,100.500,100.500,0,0.00
2010-04-14 09:50:00,100.500,100.500,100.500,100.500,0,0.00
2010-04-14 09:55:00,100.500,100.500,100.500,100.500,0,0.00
2010-04-14 10:00:00,100.500,100.500,100.500,100.500,0,0.00
2010-04-14 10:05:00,100.500,100.500,100.500,100.500,0,0.00
2010-04-14 10:10:00,100.500,100.500,100.500,100.500,0,0.00
2010-04-14 10:15:00,100.500,100.500,100.500,100.500,0,0.00
2010-04-14 10:20:00,100.500,100.500,100.500,100.500,0,0.00
2010-04-14 10:25:00,100.500,100.500,100.500,100.500,0,0.00
2010-04-14 10:30:00,100.500,100.500,100.500,100.500,0,0.00
2010-04-14 10:35:00,100.500,100.500,100.500,100.500,0,0.00
2010-04-14 10:40:00,100.500,100.500,100.500,100.500,0,0.00
2010-04-14 10:45:00,100.500,100.500,100.500,100.500,0,0.00
2010-04-14 10:50:00,100.500,100.500,100.500,100.500,0,0.00
2010-04-14 10:55:00,100.500,100.500,100.500,100.500,0,0.00
2010-04-14 11:00:00,100.500,100.500,100.500,100.500,0,0.00
2010-04-14 11:05:00,100.500,100.500,100.500,100.500,0,0.00
2010-04-14 11:10:00,100.500,100.500,100.500,100.500,0,0.00
2010-04-14 11:15:00,100.500,100.500,100.500,100.500,0,0.00
2010-04-14 11:20:00,100.500,100.500,100.500,100.500,0,0.00
2010-04-14 11:25:00,100.500,100.500,100.500,100.500,0,0.00
2010-04-14 11:30:00,100.500,100.500,100.500,100.500,0,0.00
2010-04-14 13:05:00,100.500,100.500,100.500,100.500,0,0.00
2010-04-14 13:10:00,100.500,100.500,100.500,100.500,0,0.00
2010-04-14 13:15:00,100.500,100.500,100.500,100.500,0,0.00
2010-04-14 13:20:00,100.500,100.500,100.500,100.500,0,0.00
2010-04-14 13:25:00,100.500,100.500,100.500,100.500,0,0.00
2010-04-14 13:30:00,100.500,100.500,100.500,100.500,0,0.00
2010-04-14 13:35:00,100.500,100.500,100.500,100.500,0,0.00
2010-04-14 13:40:00,100.500,100.500,100.500,100.500,0,0.00
2010-04-14 13:45:00,100.500,100.500,100.500,100.500,0,0.00
2010-04-14 13:50:00,100.500,100.500,100.500,100.500,0,0.00
2010-04-14 13:55:00,100.500,100.500,100.500,100.500,0,0.00
2010-04-14 14:00:00,100.500,100.500,100.500,100.500,0,0.00
2010-04-14 14:05:00,100.500,100.500,100.500,100.500,0,0.00
2010-04-14 14:10:00,100.500,100.500,100.500,100.500,0,0.00
2010-04-14 14:15:00,100.500,100.500,100.500,100.500,0,0.00
2010-04-14 14:20:00,100.500,100.500,100.500,100.500,2000,2010000.00
2010-04-14 14:25:00,100.500,100.500,100.500,100.500,0,0.00
2010-04-14 14:30:00,100.500,100.500,100.500,100.500,0,0.00
2010-04-14 14:35:00,100.500,100.500,100.500,100.500,0,0.00
2010-04-14 14:40:00,100.500,100.500,100.500,100.500,0,0.00
2010-04-14 14:45:00,100.500,100.500,100.500,100.500,0,0.00
2010-04-14 14:50:00,100.550,100.550,100.550,100.550,8000,8044000.00
2010-04-14 14:55:00,100.550,100.550,100.550,100.550,2000,2011000.00
2010-04-14 15:00:00,100.550,100.550,100.550,100.550,0,0.00
2010-04-16 09:35:00,100.550,100.550,100.550,100.550,0,0.00
2010-04-16 09:40:00,100.550,100.550,100.550,100.550,0,0.00
2010-04-16 09:45:00,100.550,100.550,100.550,100.550,0,0.00
2010-04-16 09:50:00,100.550,100.550,100.550,100.550,0,0.00
2010-04-16 09:55:00,100.550,100.550,100.550,100.550,0,0.00
2010-04-16 10:00:00,100.550,100.550,100.550,100.550,0,0.00
2010-04-16 10:05:00,100.550,100.550,100.550,100.550,0,0.00
2010-04-16 10:10:00,100.550,100.550,100.550,100.550,0,0.00
2010-04-16 10:15:00,100.550,100.550,100.550,100.550,0,0.00
2010-04-16 10:20:00,100.550,100.550,100.550,100.550,0,0.00
2010-04-16 10:25:00,100.550,100.550,100.550,100.550,0,0.00
2010-04-16 10:30:00,100.550,100.550,100.550,100.550,0,0.00
2010-04-16 10:35:00,100.550,100.550,100.550,100.550,0,0.00
2010-04-16 10:40:00,100.550,100.550,100.550,100.550,0,0.00
2010-04-16 10:45:00,100.600,100.600,100.600,100.600,4000,4023500.00
2010-04-16 10:50:00,100.600,100.600,100.600,100.600,0,0.00
2010-04-16 10:55:00,100.600,100.600,100.600,100.600,0,0.00
2010-04-16 11:00:00,100.600,100.600,100.600,100.600,0,0.00
2010-04-16 11:05:00,100.600,100.600,100.600,100.600,0,0.00
2010-04-16 11:10:00,100.600,100.600,100.600,100.600,0,0.00
2010-04-16 11:15:00,100.600,100.600,100.600,100.600,0,0.00
2010-04-16 11:20:00,100.600,100.600,100.600,100.600,0,0.00
2010-04-16 11:25:00,100.600,100.600,100.600,100.600,2000,2012000.00
2010-04-16 11:30:00,100.600,100.600,100.600,100.600,0,0.00
2010-04-16 13:05:00,100.600,100.600,100.600,100.600,0,0.00
2010-04-16 13:10:00,100.600,100.600,100.600,100.600,1000,1006000.00
2010-04-16 13:15:00,100.600,100.600,100.600,100.600,0,0.00
2010-04-16 13:20:00,100.600,100.600,100.600,100.600,5071,5101426.00
2010-04-16 13:25:00,100.600,100.600,100.600,100.600,0,0.00
2010-04-16 13:30:00,100.600,100.600,100.600,100.600,0,0.00
2010-04-16 13:35:00,100.600,100.600,100.600,100.600,0,0.00
2010-04-16 13:40:00,100.600,100.600,100.600,100.600,0,0.00
2010-04-16 13:45:00,100.600,100.600,100.600,100.600,0,0.00
2010-04-16 13:50:00,100.600,100.600,100.600,100.600,0,0.00
2010-04-16 13:55:00,100.600,100.600,100.600,100.600,0,0.00
2010-04-16 14:00:00,100.600,100.600,100.600,100.600,0,0.00
2010-04-16 14:05:00,100.600,100.600,100.600,100.600,0,0.00
2010-04-16 14:10:00,100.600,100.600,100.600,100.600,0,0.00
2010-04-16 14:15:00,100.600,100.600,100.600,100.600,0,0.00
2010-04-16 14:20:00,100.600,100.600,100.600,100.600,0,0.00
2010-04-16 14:25:00,100.600,100.600,100.600,100.600,0,0.00
2010-04-16 14:30:00,100.600,100.600,100.600,100.600,0,0.00
2010-04-16 14:35:00,100.600,100.600,100.600,100.600,0,0.00
2010-04-16 14:40:00,100.600,100.600,100.600,100.600,2408,2422448.00
2010-04-16 14:45:00,100.600,100.600,100.600,100.600,0,0.00
2010-04-16 14:50:00,100.600,100.600,100.600,100.600,0,0.00
2010-04-16 14:55:00,100.600,100.600,100.600,100.600,0,0.00
2010-04-16 15:00:00,100.600,100.600,100.600,100.600,0,0.00
2010-04-19 09:35:00,100.700,100.700,100.700,100.700,0,0.00
2010-04-19 09:40:00,100.700,100.700,100.700,100.700,0,0.00
2010-04-19 09:45:00,100.700,100.700,100.700,100.700,0,0.00
2010-04-19 09:50:00,100.700,100.700,100.700,100.700,0,0.00
2010-04-19 09:55:00,100.700,100.700,100.700,100.700,0,0.00
2010-04-19 10:00:00,100.700,100.700,100.700,100.700,0,0.00
2010-04-19 10:05:00,100.700,100.700,100.700,100.700,0,0.00
2010-04-19 10:10:00,100.700,100.700,100.700,100.700,0,0.00
2010-04-19 10:15:00,100.700,100.700,100.700,100.700,3000,3021000.00
2010-04-19 10:20:00,100.700,100.700,100.700,100.700,0,0.00
2010-04-19 10:25:00,100.700,100.700,100.700,100.700,0,0.00
2010-04-19 10:30:00,100.700,100.700,100.700,100.700,0,0.00
2010-04-19 10:35:00,100.700,100.700,100.700,100.700,0,0.00
2010-04-19 10:40:00,100.700,100.700,100.700,100.700,0,0.00
2010-04-19 10:45:00,100.700,100.700,100.700,100.700,0,0.00
2010-04-19 10:50:00,100.700,100.700,100.700,100.700,0,0.00
2010-04-19 10:55:00,100.700,100.700,100.700,100.700,0,0.00
2010-04-19 11:00:00,100.700,100.700,100.700,100.700,0,0.00
2010-04-19 11:05:00,100.700,100.700,100.700,100.700,0,0.00
2010-04-19 11:10:00,100.700,100.700,100.700,100.700,0,0.00
2010-04-19 11:15:00,100.700,100.700,100.700,100.700,0,0.00
2010-04-19 11:20:00,100.700,100.700,100.700,100.700,0,0.00
2010-04-19 11:25:00,100.700,100.700,100.700,100.700,0,0.00
2010-04-19 11:30:00,100.700,100.700,100.700,100.700,0,0.00
2010-04-19 13:05:00,100.700,100.700,100.700,100.700,2000,2014000.00
2010-04-19 13:10:00,100.700,100.700,100.700,100.700,0,0.00
2010-04-19 13:15:00,100.700,100.700,100.700,100.700,0,0.00
2010-04-19 13:20:00,100.700,100.700,100.700,100.700,0,0.00
2010-04-19 13:25:00,100.700,100.700,100.700,100.700,0,0.00
2010-04-19 13:30:00,100.700,100.700,100.700,100.700,0,0.00
2010-04-19 13:35:00,100.700,100.700,100.700,100.700,0,0.00
2010-04-19 13:40:00,100.700,100.700,100.700,100.700,0,0.00
2010-04-19 13:45:00,100.700,100.700,100.700,100.700,0,0.00
2010-04-19 13:50:00,100.700,100.700,100.700,100.700,0,0.00
2010-04-19 13:55:00,100.700,100.700,100.700,100.700,0,0.00
2010-04-19 14:00:00,100.700,100.700,100.700,100.700,0,0.00
2010-04-19 14:05:00,100.700,100.700,100.700,100.700,0,0.00
2010-04-19 14:10:00,100.700,100.700,100.700,100.700,0,0.00
2010-04-19 14:15:00,100.700,100.700,100.700,100.700,0,0.00
2010-04-19 14:20:00,100.700,100.700,100.700,100.700,0,0.00
2010-04-19 14:25:00,100.700,100.700,100.700,100.700,0,0.00
2010-04-19 14:30:00,100.700,100.700,100.700,100.700,0,0.00
2010-04-19 14:35:00,100.700,100.700,100.700,100.700,0,0.00
2010-04-19 14:40:00,100.800,100.800,100.800,100.800,5000,5040000.00
2010-04-19 14:45:00,100.800,100.800,100.800,100.800,0,0.00
2010-04-19 14:50:00,100.800,100.700,100.800,100.700,6521,6571647.00
2010-04-19 14:55:00,100.700,100.700,100.700,100.700,0,0.00
2010-04-19 15:00:00,100.780,100.780,100.780,100.780,0,0.00
2010-04-23 09:35:00,100.800,100.800,100.800,100.800,0,0.00
2010-04-23 09:40:00,100.800,100.800,100.800,100.800,0,0.00
2010-04-23 09:45:00,100.800,100.800,100.800,100.800,0,0.00
2010-04-23 09:50:00,100.800,100.800,100.800,100.800,0,0.00
2010-04-23 09:55:00,100.800,100.800,100.800,100.800,0,0.00
2010-04-23 10:00:00,100.800,100.800,100.800,100.800,0,0.00
2010-04-23 10:05:00,100.800,100.800,100.800,100.800,0,0.00
2010-04-23 10:10:00,100.800,100.800,100.800,100.800,0,0.00
2010-04-23 10:15:00,100.800,100.800,100.800,100.800,0,0.00
2010-04-23 10:20:00,100.800,100.800,100.800,100.800,0,0.00
2010-04-23 10:25:00,100.800,100.800,100.800,100.800,0,0.00
2010-04-23 10:30:00,100.800,100.800,100.800,100.800,0,0.00
2010-04-23 10:35:00,100.800,100.800,100.800,100.800,0,0.00
2010-04-23 10:40:00,100.800,100.800,100.800,100.800,0,0.00
2010-04-23 10:45:00,100.800,100.800,100.800,100.800,0,0.00
2010-04-23 10:50:00,100.800,100.800,100.800,100.800,0,0.00
2010-04-23 10:55:00,100.800,100.800,100.800,100.800,0,0.00
2010-04-23 11:00:00,100.800,100.800,100.800,100.800,0,0.00
2010-04-23 11:05:00,100.800,100.800,100.800,100.800,0,0.00
2010-04-23 11:10:00,100.800,100.800,100.800,100.800,0,0.00
2010-04-23 11:15:00,100.800,100.800,100.800,100.800,0,0.00
2010-04-23 11:20:00,100.800,100.800,100.800,100.800,0,0.00
2010-04-23 11:25:00,100.800,100.800,100.800,100.800,0,0.00
2010-04-23 11:30:00,100.800,100.800,100.800,100.800,0,0.00
2010-04-23 13:05:00,100.800,100.800,100.800,100.800,0,0.00
2010-04-23 13:10:00,100.800,100.800,100.800,100.800,0,0.00
2010-04-23 13:15:00,100.800,100.800,100.800,100.800,0,0.00
2010-04-23 13:20:00,100.800,100.800,100.800,100.800,0,0.00
2010-04-23 13:25:00,100.800,100.800,100.800,100.800,0,0.00
2010-04-23 13:30:00,100.800,100.800,100.800,100.800,0,0.00
2010-04-23 13:35:00,100.800,100.800,100.800,100.800,0,0.00
2010-04-23 13:40:00,100.800,100.800,100.800,100.800,0,0.00
2010-04-23 13:45:00,100.800,100.800,100.800,100.800,0,0.00
2010-04-23 13:50:00,100.800,100.800,100.800,100.800,0,0.00
2010-04-23 13:55:00,100.800,100.800,100.800,100.800,0,0.00
2010-04-23 14:00:00,100.800,100.800,100.800,100.800,0,0.00
2010-04-23 14:05:00,100.800,100.800,100.800,100.800,0,0.00
2010-04-23 14:10:00,100.800,100.800,100.800,100.800,0,0.00
2010-04-23 14:15:00,100.800,100.800,100.800,100.800,0,0.00
2010-04-23 14:20:00,100.800,100.800,100.800,100.800,0,0.00
2010-04-23 14:25:00,100.800,100.800,100.800,100.800,0,0.00
2010-04-23 14:30:00,100.800,100.800,100.800,100.800,0,0.00
2010-04-23 14:35:00,100.800,100.800,100.800,100.800,0,0.00
2010-04-23 14:40:00,100.800,100.800,100.800,100.800,0,0.00
2010-04-23 14:45:00,100.800,100.800,100.800,100.800,0,0.00
2010-04-23 14:50:00,100.800,100.800,100.800,100.800,0,0.00
2010-04-23 14:55:00,100.800,100.800,100.800,100.800,5000,5040000.00
2010-04-23 15:00:00,100.800,100.800,100.800,100.800,0,0.00
2010-05-19 09:35:00,101.150,101.150,101.150,101.150,0,0.00
2010-05-19 09:40:00,101.150,101.150,101.150,101.150,0,0.00
2010-05-19 09:45:00,101.150,101.150,101.150,101.150,0,0.00
2010-05-19 09:50:00,101.150,101.150,101.150,101.150,0,0.00
2010-05-19 09:55:00,101.150,101.150,101.150,101.150,0,0.00
2010-05-19 10:00:00,101.150,101.150,101.150,101.150,0,0.00
2010-05-19 10:05:00,101.150,101.150,101.150,101.150,0,0.00
2010-05-19 10:10:00,101.150,101.150,101.150,101.150,0,0.00
2010-05-19 10:15:00,101.150,101.150,101.150,101.150,0,0.00
2010-05-19 10:20:00,101.150,101.150,101.150,101.150,0,0.00
2010-05-19 10:25:00,101.150,101.150,101.150,101.150,0,0.00
2010-05-19 10:30:00,101.150,101.150,101.150,101.150,0,0.00
2010-05-19 10:35:00,101.150,101.150,101.150,101.150,0,0.00
2010-05-19 10:40:00,101.150,101.150,101.150,101.150,0,0.00
2010-05-19 10:45:00,101.150,101.150,101.150,101.150,0,0.00
2010-05-19 10:50:00,101.150,101.150,101.150,101.150,0,0.00
2010-05-19 10:55:00,101.150,101.150,101.150,101.150,0,0.00
2010-05-19 11:00:00,101.150,101.150,101.150,101.150,0,0.00
2010-05-19 11:05:00,101.150,101.150,101.150,101.150,0,0.00
2010-05-19 11:10:00,101.150,101.150,101.150,101.150,0,0.00
2010-05-19 11:15:00,101.150,101.150,101.150,101.150,0,0.00
2010-05-19 11:20:00,101.150,101.150,101.150,101.150,0,0.00
2010-05-19 11:25:00,101.150,101.150,101.150,101.150,0,0.00
2010-05-19 11:30:00,101.150,101.150,101.150,101.150,0,0.00
2010-05-19 13:05:00,101.150,101.150,101.150,101.150,0,0.00
2010-05-19 13:10:00,101.150,101.150,101.150,101.150,0,0.00
2010-05-19 13:15:00,101.150,101.150,101.150,101.150,0,0.00
2010-05-19 13:20:00,101.150,101.150,101.150,101.150,0,0.00
2010-05-19 13:25:00,101.150,101.150,101.150,101.150,0,0.00
2010-05-19 13:30:00,101.150,101.150,101.150,101.150,2000,2023000.00
2010-05-19 13:35:00,101.150,101.150,101.150,101.150,0,0.00
2010-05-19 13:40:00,101.150,101.150,101.150,101.150,0,0.00
2010-05-19 13:45:00,101.150,101.150,101.150,101.150,0,0.00
2010-05-19 13:50:00,101.150,101.150,101.150,101.150,0,0.00
2010-05-19 13:55:00,101.150,101.150,101.150,101.150,0,0.00
2010-05-19 14:00:00,101.150,101.150,101.150,101.150,0,0.00
2010-05-19 14:05:00,101.150,101.150,101.150,101.150,0,0.00
2010-05-19 14:10:00,101.150,101.150,101.150,101.150,0,0.00
2010-05-19 14:15:00,101.150,101.150,101.150,101.150,0,0.00
2010-05-19 14:20:00,101.150,101.150,101.150,101.150,0,0.00
2010-05-19 14:25:00,101.150,101.150,101.150,101.150,0,0.00
2010-05-19 14:30:00,101.150,101.150,101.150,101.150,0,0.00
2010-05-19 14:35:00,101.150,101.150,101.150,101.150,0,0.00
2010-05-19 14:40:00,101.150,101.150,101.150,101.150,0,0.00
2010-05-19 14:45:00,101.150,101.150,101.150,101.150,0,0.00
2010-05-19 14:50:00,101.150,101.150,101.150,101.150,0,0.00
2010-05-19 14:55:00,101.150,101.150,101.150,101.150,0,0.00
2010-05-19 15:00:00,101.150,101.150,101.150,101.150,0,0.00
2010-06-02 09:35:00,101.150,101.150,101.150,101.150,0,0.00
2010-06-02 09:40:00,101.150,101.150,101.150,101.150,0,0.00
2010-06-02 09:45:00,101.150,101.150,101.150,101.150,0,0.00
2010-06-02 09:50:00,101.150,101.150,101.150,101.150,0,0.00
2010-06-02 09:55:00,101.150,101.150,101.150,101.150,0,0.00
2010-06-02 10:00:00,101.150,101.150,101.150,101.150,0,0.00
2010-06-02 10:05:00,101.150,101.150,101.150,101.150,0,0.00
2010-06-02 10:10:00,101.150,101.150,101.150,101.150,0,0.00
2010-06-02 10:15:00,101.150,101.150,101.150,101.150,0,0.00
2010-06-02 10:20:00,101.150,101.150,101.150,101.150,0,0.00
2010-06-02 10:25:00,101.150,101.150,101.150,101.150,0,0.00
2010-06-02 10:30:00,101.150,101.150,101.150,101.150,0,0.00
2010-06-02 10:35:00,101.150,101.150,101.150,101.150,0,0.00
2010-06-02 10:40:00,101.150,101.150,101.150,101.150,0,0.00
2010-06-02 10:45:00,101.150,101.150,101.150,101.150,0,0.00
2010-06-02 10:50:00,101.150,101.150,101.150,101.150,0,0.00
2010-06-02 10:55:00,101.150,101.150,101.150,101.150,0,0.00
2010-06-02 11:00:00,101.150,101.150,101.150,101.150,0,0.00
2010-06-02 11:05:00,101.150,101.150,101.150,101.150,0,0.00
2010-06-02 11:10:00,101.150,101.150,101.150,101.150,0,0.00
2010-06-02 11:15:00,101.150,101.150,101.150,101.150,1000,1011500.00
2010-06-02 11:20:00,101.150,101.150,101.150,101.150,1000,1011500.00
2010-06-02 11:25:00,101.150,101.150,101.150,101.150,0,0.00
2010-06-02 11:30:00,101.150,101.150,101.150,101.150,0,0.00
2010-06-02 13:05:00,101.150,101.150,101.150,101.150,0,0.00
2010-06-02 13:10:00,101.150,101.150,101.150,101.150,0,0.00
2010-06-02 13:15:00,101.150,101.150,101.150,101.150,0,0.00
2010-06-02 13:20:00,101.150,101.150,101.150,101.150,0,0.00
2010-06-02 13:25:00,101.150,101.150,101.150,101.150,0,0.00
2010-06-02 13:30:00,101.150,101.150,101.150,101.150,0,0.00
2010-06-02 13:35:00,101.150,101.150,101.150,101.150,0,0.00
2010-06-02 13:40:00,101.150,101.150,101.150,101.150,0,0.00
2010-06-02 13:45:00,101.150,101.150,101.150,101.150,0,0.00
2010-06-02 13:50:00,101.150,101.150,101.150,101.150,0,0.00
2010-06-02 13:55:00,101.150,101.150,101.150,101.150,0,0.00
2010-06-02 14:00:00,101.150,101.150,101.150,101.150,0,0.00
2010-06-02 14:05:00,101.150,101.150,101.150,101.150,0,0.00
2010-06-02 14:10:00,101.150,101.150,101.150,101.150,0,0.00
2010-06-02 14:15:00,101.150,101.150,101.150,101.150,0,0.00
2010-06-02 14:20:00,101.150,101.150,101.150,101.150,0,0.00
2010-06-02 14:25:00,101.150,101.150,101.150,101.150,0,0.00
2010-06-02 14:30:00,101.150,101.150,101.150,101.150,0,0.00
2010-06-02 14:35:00,101.150,101.150,101.150,101.150,0,0.00
2010-06-02 14:40:00,101.150,101.150,101.150,101.150,0,0.00
2010-06-02 14:45:00,101.150,101.150,101.150,101.150,0,0.00
2010-06-02 14:50:00,101.150,101.150,101.150,101.150,0,0.00
2010-06-02 14:55:00,101.150,101.150,101.150,101.150,0,0.00
2010-06-02 15:00:00,101.150,101.150,101.150,101.150,0,0.00
2010-06-07 09:35:00,101.150,101.150,101.150,101.150,0,0.00
2010-06-07 09:40:00,101.150,101.150,101.150,101.150,0,0.00
2010-06-07 09:45:00,101.150,101.150,101.150,101.150,0,0.00
2010-06-07 09:50:00,101.150,101.150,101.150,101.150,0,0.00
2010-06-07 09:55:00,101.150,101.150,101.150,101.150,0,0.00
2010-06-07 10:00:00,101.150,101.150,101.150,101.150,0,0.00
2010-06-07 10:05:00,101.150,101.150,101.150,101.150,0,0.00
2010-06-07 10:10:00,101.150,101.150,101.150,101.150,0,0.00
2010-06-07 10:15:00,101.150,101.150,101.150,101.150,0,0.00
2010-06-07 10:20:00,101.150,101.150,101.150,101.150,0,0.00
2010-06-07 10:25:00,101.150,101.150,101.150,101.150,0,0.00
2010-06-07 10:30:00,101.150,101.150,101.150,101.150,0,0.00
