<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
2017-06-01 09:35:00,23.940,23.940,23.633,23.773,242
2017-06-01 09:40:00,23.773,23.887,23.687,23.713,302
2017-06-01 09:45:00,23.727,23.860,23.720,23.720,98
2017-06-01 09:50:00,23.713,23.927,23.700,23.927,180
2017-06-01 09:55:00,23.927,23.927,23.707,23.707,114
2017-06-01 10:00:00,23.700,23.753,23.667,23.667,107
2017-06-01 10:05:00,23.647,23.667,23.287,23.527,372
2017-06-01 10:10:00,23.533,23.607,23.533,23.540,127
2017-06-01 10:15:00,23.540,23.540,23.333,23.340,181
2017-06-01 10:20:00,23.347,23.460,23.307,23.413,185
2017-06-01 10:25:00,23.453,23.513,23.453,23.513,75
2017-06-01 10:30:00,23.453,23.547,23.333,23.547,203
2017-06-01 10:35:00,23.520,23.540,23.453,23.453,46
2017-06-01 10:40:00,23.460,23.467,23.460,23.467,43
2017-06-01 10:45:00,23.467,23.500,23.307,23.313,341
2017-06-01 10:50:00,23.313,23.440,23.307,23.333,115
2017-06-01 10:55:00,23.333,23.333,23.300,23.300,219
2017-06-01 11:00:00,23.320,23.333,23.300,23.300,143
2017-06-01 11:05:00,23.300,23.300,23.267,23.273,218
2017-06-01 11:10:00,23.273,23.300,23.207,23.207,224
2017-06-01 11:15:00,23.207,23.253,23.207,23.253,102
2017-06-01 11:20:00,23.260,23.260,23.207,23.207,123
2017-06-01 11:25:00,23.200,23.200,23.160,23.160,313
2017-06-01 11:30:00,23.160,23.160,22.953,22.953,233
2017-06-01 13:05:00,22.940,22.940,22.800,22.920,271
2017-06-01 13:10:00,22.920,22.920,22.733,22.733,159
2017-06-01 13:15:00,22.733,22.933,22.687,22.933,286
2017-06-01 13:20:00,22.933,22.933,22.833,22.833,76
2017-06-01 13:25:00,22.920,22.920,22.533,22.533,590
2017-06-01 13:30:00,22.600,22.700,22.540,22.700,260
2017-06-01 13:35:00,22.720,22.867,22.720,22.867,86
2017-06-01 13:40:00,22.867,22.967,22.867,22.967,221
2017-06-01 13:45:00,22.973,22.973,22.887,22.887,68
2017-06-01 13:50:00,22.927,22.933,22.800,22.800,69
2017-06-01 13:55:00,22.793,22.807,22.733,22.733,165
2017-06-01 14:00:00,22.907,22.913,22.773,22.773,32
2017-06-01 14:05:00,22.873,22.933,22.873,22.933,155
2017-06-01 14:10:00,22.920,22.920,22.800,22.840,63
2017-06-01 14:15:00,22.840,22.900,22.840,22.873,49
2017-06-01 14:20:00,22.873,22.873,22.753,22.753,167
2017-06-01 14:25:00,22.747,22.747,22.667,22.680,180
2017-06-01 14:30:00,22.680,22.747,22.540,22.540,281
2017-06-01 14:35:00,22.567,22.600,22.533,22.560,340
2017-06-01 14:40:00,22.547,22.560,22.480,22.480,401
2017-06-01 14:45:00,22.480,22.487,21.787,21.800,777
2017-06-01 14:50:00,21.780,21.920,21.707,21.807,416
2017-06-01 14:55:00,21.807,22.253,21.787,22.200,530
2017-06-01 15:00:00,22.187,22.200,22.047,22.180,184
2017-06-02 09:35:00,21.967,21.967,21.800,21.907,367
2017-06-02 09:40:00,21.927,21.927,21.600,21.600,443
2017-06-02 09:45:00,21.473,21.600,21.307,21.593,560
2017-06-02 09:50:00,21.587,21.847,21.540,21.753,338
2017-06-02 09:55:00,21.740,21.913,21.647,21.913,185
2017-06-02 10:00:00,21.913,22.153,21.913,22.087,425
2017-06-02 10:05:00,22.020,22.020,21.760,21.940,358
2017-06-02 10:10:00,21.980,21.980,21.807,21.813,50
2017-06-02 10:15:00,21.807,21.913,21.767,21.767,83
2017-06-02 10:20:00,21.767,21.800,21.767,21.767,17
2017-06-02 10:25:00,21.767,21.860,21.767,21.853,84
2017-06-02 10:30:00,21.853,21.867,21.787,21.787,155
2017-06-02 10:35:00,21.787,21.787,21.613,21.673,109
2017-06-02 10:40:00,21.667,21.793,21.600,21.600,108
2017-06-02 10:45:00,21.540,21.653,21.527,21.533,299
2017-06-02 10:50:00,21.533,21.653,21.520,21.653,142
2017-06-02 10:55:00,21.653,21.780,21.467,21.553,159
2017-06-02 11:00:00,21.600,21.753,21.600,21.600,172
2017-06-02 11:05:00,21.753,21.753,21.613,21.713,97
2017-06-02 11:10:00,21.680,21.760,21.673,21.760,106
2017-06-02 11:15:00,21.760,21.760,21.673,21.673,74
2017-06-02 11:20:00,21.627,21.627,21.580,21.620,58
2017-06-02 11:25:00,21.560,21.600,21.467,21.467,147
2017-06-02 11:30:00,21.520,21.587,21.507,21.587,47
2017-06-02 13:05:00,21.587,21.620,21.533,21.620,181
2017-06-02 13:10:00,21.600,21.620,21.600,21.620,96
2017-06-02 13:15:00,21.640,21.787,21.640,21.787,28
2017-06-02 13:20:00,21.787,21.787,21.667,21.667,30
2017-06-02 13:25:00,21.767,21.773,21.767,21.773,15
2017-06-02 13:30:00,21.767,21.827,21.740,21.787,92
2017-06-02 13:35:00,21.867,22.027,21.867,22.027,157
2017-06-02 13:40:00,22.027,22.367,21.940,22.267,355
2017-06-02 13:45:00,22.267,22.447,22.267,22.367,295
2017-06-02 13:50:00,22.387,22.567,22.387,22.533,274
2017-06-02 13:55:00,22.367,22.867,22.360,22.867,442
2017-06-02 14:00:00,22.813,22.967,22.813,22.873,433
2017-06-02 14:05:00,22.660,22.900,22.660,22.853,274
2017-06-02 14:10:00,22.867,22.867,22.740,22.773,62
2017-06-02 14:15:00,22.800,22.907,22.767,22.893,406
2017-06-02 14:20:00,22.893,22.893,22.853,22.853,102
2017-06-02 14:25:00,22.853,22.900,22.853,22.900,169
2017-06-02 14:30:00,22.900,23.047,22.900,22.940,411
2017-06-02 14:35:00,22.940,22.940,22.873,22.880,54
2017-06-02 14:40:00,22.880,22.933,22.880,22.933,125
2017-06-02 14:45:00,22.887,22.927,22.853,22.920,145
2017-06-02 14:50:00,22.867,22.907,22.853,22.900,129
2017-06-02 14:55:00,22.900,22.920,22.700,22.733,348
2017-06-02 15:00:00,22.833,22.840,22.700,22.733,210
2017-06-05 09:35:00,22.900,22.967,22.900,22.960,258
2017-06-05 09:40:00,22.960,23.120,22.960,23.000,302
2017-06-05 09:45:00,23.000,23.153,23.000,23.067,89
2017-06-05 09:50:00,23.107,23.160,23.107,23.133,143
2017-06-05 09:55:00,23.060,23.113,23.007,23.007,350
2017-06-05 10:00:00,23.007,23.113,22.960,23.000,142
2017-06-05 10:05:00,22.967,23.067,22.967,23.067,176
2017-06-05 10:10:00,23.067,23.100,23.067,23.100,148
2017-06-05 10:15:00,23.107,23.133,23.087,23.087,165
2017-06-05 10:20:00,23.027,23.067,23.027,23.067,26
2017-06-05 10:25:00,23.040,23.087,23.040,23.087,108
2017-06-05 10:30:00,23.100,23.100,23.073,23.100,50
2017-06-05 10:35:00,23.100,23.127,23.073,23.100,121
2017-06-05 10:40:00,23.127,23.253,23.127,23.213,211
2017-06-05 10:45:00,23.213,23.213,23.120,23.120,76
2017-06-05 10:50:00,23.120,23.147,23.120,23.147,46
2017-06-05 10:55:00,23.127,23.127,23.120,23.127,32
2017-06-05 11:00:00,23.120,23.153,23.113,23.120,28
2017-06-05 11:05:00,23.087,23.127,23.073,23.127,81
2017-06-05 11:10:00,23.127,23.127,23.073,23.073,57
2017-06-05 11:15:00,23.073,23.073,23.067,23.067,45
2017-06-05 11:20:00,23.067,23.067,22.807,23.067,324
2017-06-05 11:25:00,22.820,22.973,22.807,22.973,260
2017-06-05 11:30:00,22.827,22.920,22.813,22.833,139
2017-06-05 13:05:00,22.833,22.907,22.800,22.800,164
2017-06-05 13:10:00,22.800,22.907,22.787,22.787,62
2017-06-05 13:15:00,22.787,22.900,22.787,22.900,24
2017-06-05 13:20:00,22.900,22.900,22.753,22.787,140
2017-06-05 13:25:00,22.787,22.867,22.787,22.867,33
2017-06-05 13:30:00,22.867,22.867,22.813,22.813,59
2017-06-05 13:35:00,22.807,22.813,22.720,22.720,189
2017-06-05 13:40:00,22.720,22.813,22.720,22.813,66
2017-06-05 13:45:00,22.767,22.767,22.753,22.760,85
2017-06-05 13:50:00,22.767,22.767,22.767,22.767,15
2017-06-05 13:55:00,22.767,22.807,22.753,22.767,52
2017-06-05 14:00:00,22.767,22.807,22.767,22.807,33
2017-06-05 14:05:00,22.867,23.000,22.807,23.000,110
2017-06-05 14:10:00,23.027,23.033,22.980,22.993,136
2017-06-05 14:15:00,22.973,23.127,22.967,23.127,170
2017-06-05 14:20:00,23.127,23.127,23.007,23.033,55
2017-06-05 14:25:00,23.040,23.040,22.953,22.953,107
2017-06-05 14:30:00,22.953,22.953,22.913,22.947,279
2017-06-05 14:35:00,22.913,23.080,22.913,23.080,50
2017-06-05 14:40:00,22.967,23.060,22.967,22.973,42
2017-06-05 14:45:00,22.973,23.060,22.973,23.040,157
2017-06-05 14:50:00,22.940,22.980,22.940,22.953,41
2017-06-05 14:55:00,22.953,23.020,22.953,23.020,138
2017-06-05 15:00:00,23.027,23.027,22.967,22.993,116
2017-06-06 09:35:00,22.933,22.933,22.700,22.913,236
2017-06-06 09:40:00,22.913,22.913,22.767,22.867,88
2017-06-06 09:45:00,22.867,22.867,22.713,22.713,74
2017-06-06 09:50:00,22.713,22.847,22.707,22.760,170
2017-06-06 09:55:00,22.747,22.760,22.620,22.667,255
2017-06-06 10:00:00,22.640,22.720,22.640,22.720,80
2017-06-06 10:05:00,22.720,22.720,22.667,22.713,103
2017-06-06 10:10:00,22.727,22.733,22.667,22.733,107
2017-06-06 10:15:00,22.727,22.727,22.693,22.720,16
2017-06-06 10:20:00,22.720,22.733,22.687,22.733,130
2017-06-06 10:25:00,22.740,22.833,22.740,22.773,16
2017-06-06 10:30:00,22.773,22.873,22.773,22.867,128
2017-06-06 10:35:00,22.867,23.147,22.867,23.087,209
2017-06-06 10:40:00,23.067,23.067,22.980,23.000,108
2017-06-06 10:45:00,22.987,23.067,22.987,23.067,45
2017-06-06 10:50:00,23.047,23.127,23.047,23.127,156
2017-06-06 10:55:00,23.127,23.233,23.093,23.093,393
2017-06-06 11:00:00,23.260,23.267,23.073,23.120,530
2017-06-06 11:05:00,23.073,23.167,23.073,23.167,105
2017-06-06 11:10:00,23.207,23.207,23.100,23.100,74
2017-06-06 11:15:00,23.087,23.173,23.087,23.147,78
2017-06-06 11:20:00,23.100,23.207,23.100,23.113,46
2017-06-06 11:25:00,23.107,23.193,23.087,23.087,86
2017-06-06 11:30:00,23.067,23.067,23.047,23.047,101
2017-06-06 13:05:00,23.047,23.067,23.013,23.067,27
2017-06-06 13:10:00,23.033,23.033,22.993,23.020,70
2017-06-06 13:15:00,23.027,23.067,23.027,23.067,11
2017-06-06 13:20:00,23.067,23.187,23.067,23.067,52
2017-06-06 13:25:00,23.167,23.180,23.160,23.160,27
2017-06-06 13:30:00,23.160,23.233,23.160,23.213,288
2017-06-06 13:35:00,23.147,23.220,23.147,23.220,38
2017-06-06 13:40:00,23.220,23.333,23.220,23.307,257
2017-06-06 13:45:00,23.307,23.327,23.267,23.267,127
2017-06-06 13:50:00,23.267,23.300,23.153,23.193,77
2017-06-06 13:55:00,23.193,23.267,23.193,23.267,101
2017-06-06 14:00:00,23.267,23.267,23.173,23.247,21
2017-06-06 14:05:00,23.253,23.267,23.180,23.200,147
2017-06-06 14:10:00,23.200,23.233,23.167,23.173,58
2017-06-06 14:15:00,23.167,23.220,23.167,23.220,33
2017-06-06 14:20:00,23.220,23.220,23.180,23.180,13
2017-06-06 14:25:00,23.187,23.187,23.167,23.167,102
2017-06-06 14:30:00,23.167,23.167,23.020,23.093,147
2017-06-06 14:35:00,23.107,23.153,23.073,23.133,102
2017-06-06 14:40:00,23.133,23.133,23.060,23.060,51
2017-06-06 14:45:00,23.060,23.100,23.060,23.100,71
2017-06-06 14:50:00,23.100,23.127,23.093,23.127,146
2017-06-06 14:55:00,23.140,23.387,23.133,23.387,580
2017-06-06 15:00:00,23.360,23.373,23.333,23.367,213
2017-06-07 09:35:00,23.927,23.927,23.393,23.600,441
2017-06-07 09:40:00,23.620,23.620,23.507,23.600,136
2017-06-07 09:45:00,23.527,23.627,23.527,23.620,95
2017-06-07 09:50:00,23.620,23.667,23.613,23.667,125
2017-06-07 09:55:00,23.713,23.867,23.667,23.727,382
2017-06-07 10:00:00,23.733,23.867,23.733,23.860,331
2017-06-07 10:05:00,23.833,23.880,23.800,23.800,249
2017-06-07 10:10:00,23.767,23.860,23.767,23.813,217
2017-06-07 10:15:00,23.833,23.873,23.820,23.853,218
2017-06-07 10:20:00,23.840,23.900,23.840,23.853,219
2017-06-07 10:25:00,23.867,23.893,23.840,23.847,110
2017-06-07 10:30:00,23.840,23.900,23.787,23.900,319
2017-06-07 10:35:00,23.920,24.040,23.920,24.040,446
2017-06-07 10:40:00,24.027,24.213,24.027,24.113,497
2017-06-07 10:45:00,24.040,24.107,24.027,24.047,73
2017-06-07 10:50:00,24.047,24.067,23.947,23.960,135
2017-06-07 10:55:00,23.960,24.047,23.947,24.047,83
2017-06-07 11:00:00,24.040,24.047,23.933,23.973,207
2017-06-07 11:05:00,23.940,23.940,23.800,23.880,301
2017-06-07 11:10:00,23.880,23.967,23.827,23.827,170
2017-06-07 11:15:00,23.820,23.987,23.807,23.953,93
2017-06-07 11:20:00,23.933,24.100,23.873,24.093,169
2017-06-07 11:25:00,24.007,24.093,24.007,24.020,50
2017-06-07 11:30:00,24.020,24.100,24.020,24.100,115
2017-06-07 13:05:00,24.133,24.267,24.133,24.267,203
2017-06-07 13:10:00,24.267,24.327,24.233,24.327,262
2017-06-07 13:15:00,24.327,24.367,24.300,24.300,186
